Date,Temperature_degC,Pressure_mbar,Humitity_percent
2017-04-23 21:17:04.481489,27.4,986.9,30.8
2017-04-23 21:18:04.518752,27.6,986.8,30.8
2017-04-23 21:19:04.493129,27.7,986.8,30.3
2017-04-23 21:20:04.482901,27.6,986.8,30.8
2017-04-23 21:21:04.444140,27.6,986.8,30.8
2017-04-23 21:22:05.449285,27.5,986.8,30.6
2017-04-23 21:23:05.470604,27.4,986.8,30.9
2017-04-23 21:24:04.424911,27.0,986.7,30.9
2017-04-23 21:25:05.391139,27.1,986.7,31.3
2017-04-23 21:26:05.341755,27.2,986.7,30.2
2017-04-23 21:27:05.306686,27.0,986.6,31.5
2017-04-23 21:28:05.297265,27.0,986.6,31.7
2017-04-23 21:29:05.317945,26.9,986.6,31.1
2017-04-23 21:30:05.308684,27.0,986.6,30.8
2017-04-23 21:31:05.273190,26.9,986.5,31.1
2017-04-23 21:32:05.235272,26.7,986.6,30.7
2017-04-23 21:33:05.193920,26.5,986.6,32.0
2017-04-23 21:34:05.200924,26.8,986.6,30.5
2017-04-23 21:35:05.221766,26.6,986.6,31.5
2017-04-23 21:36:05.206528,26.8,986.6,31.2
2017-04-23 21:37:05.227357,26.3,986.6,31.7
2017-04-23 21:38:05.202378,26.4,986.7,32.2
2017-04-23 21:39:05.157218,26.5,986.7,32.0
2017-04-23 21:40:05.197031,26.3,986.7,32.1
2017-04-23 21:41:05.163521,26.5,986.7,31.3
2017-04-23 21:42:05.122902,26.4,986.7,31.2
2017-04-23 21:43:05.095958,26.8,986.7,31.6
2017-04-23 21:44:05.083410,26.8,986.6,31.8
2017-04-23 21:45:05.097247,27.0,986.6,30.9
2017-04-23 21:46:05.042512,26.9,986.5,31.8
2017-04-23 21:47:05.005450,26.9,986.5,31.4
2017-04-23 21:48:04.977008,26.9,986.5,31.6
2017-04-23 21:49:05.014802,26.8,986.4,31.7
2017-04-23 21:50:04.962388,26.6,986.4,31.1
2017-04-23 21:51:04.995689,26.6,986.4,31.5
2017-04-23 21:52:04.982833,26.5,986.3,31.4
2017-04-23 21:53:04.942202,26.6,986.4,30.8
2017-04-23 21:54:04.951617,26.3,986.3,31.4
2017-04-23 21:55:04.941452,26.5,986.4,31.5
2017-04-23 21:56:04.911656,26.7,986.3,31.4
2017-04-23 21:57:04.904269,26.4,986.3,31.9
2017-04-23 21:58:04.938027,26.2,986.3,31.7
2017-04-23 21:59:04.917243,26.5,986.3,31.5
2017-04-23 22:00:04.884810,26.6,986.3,32.2
2017-04-23 22:01:04.829284,26.7,986.2,31.9
2017-04-23 22:02:04.841826,26.3,986.2,31.8
2017-04-23 22:03:04.847111,26.6,986.2,32.1
2017-04-23 22:04:04.822925,26.5,986.2,30.8
2017-04-23 22:05:04.773288,26.7,986.2,31.8
2017-04-23 22:06:04.745689,26.7,986.2,31.0
2017-04-23 22:07:04.734906,26.5,986.2,31.9
2017-04-23 22:08:04.743069,26.5,986.2,31.1
2017-04-23 22:09:04.721088,26.5,986.1,31.4
2017-04-23 22:10:04.758687,26.3,986.2,31.6
2017-04-23 22:11:04.715457,26.3,986.2,31.7
2017-04-23 22:12:04.704237,26.4,986.2,32.1
2017-04-23 22:13:04.700148,26.0,986.2,32.1
2017-04-23 22:14:04.650923,26.3,986.2,31.8
2017-04-23 22:15:04.716694,26.3,986.2,32.5
2017-04-23 22:16:04.673682,26.2,986.1,32.8
2017-04-23 22:17:04.675932,26.1,986.1,32.2
2017-04-23 22:18:04.636687,25.9,986.0,32.0
2017-04-23 22:19:04.629468,26.0,986.0,32.3
2017-04-23 22:20:04.688702,26.0,986.0,31.9
2017-04-23 22:21:04.768983,26.1,986.0,31.5
2017-04-23 22:22:04.732682,26.2,986.0,32.4
2017-04-23 22:23:04.697376,26.5,986.0,31.7
2017-04-23 22:24:04.699014,26.1,986.0,31.5
2017-04-23 22:25:04.725270,26.0,985.9,32.0
2017-04-23 22:26:04.745472,26.2,985.9,31.2
2017-04-23 22:27:04.758478,26.1,985.8,32.0
2017-04-23 22:28:04.758689,26.1,985.8,32.0
2017-04-23 22:29:04.790147,26.0,985.9,32.2
2017-04-23 22:30:04.751151,26.2,985.9,32.4
2017-04-23 22:31:04.735352,26.0,985.9,33.2
2017-04-23 22:32:04.749031,26.2,985.9,31.8
2017-04-23 22:33:04.736139,26.4,985.8,31.4
2017-04-23 22:34:04.747007,26.4,985.8,31.4
2017-04-23 22:35:04.728458,26.4,985.8,32.2
2017-04-23 22:36:04.744049,26.3,985.8,31.7
2017-04-23 22:37:04.697507,26.1,985.8,32.5
2017-04-23 22:38:04.673614,25.8,985.7,32.6
2017-04-23 22:39:04.622871,25.4,985.7,32.9
2017-04-23 22:40:04.649686,25.3,985.6,32.8
2017-04-23 22:41:04.690352,25.3,985.7,33.1
2017-04-23 22:42:04.667006,25.4,985.7,32.7
2017-04-23 22:43:04.672208,25.6,985.6,32.4
2017-04-23 22:44:04.727716,25.8,985.6,32.3
2017-04-23 22:45:04.704593,25.5,985.6,33.5
2017-04-23 22:46:04.731419,25.6,985.6,33.4
2017-04-23 22:47:04.755898,25.9,985.6,32.8
2017-04-23 22:48:04.795483,25.6,985.6,32.8
2017-04-23 22:49:04.824602,25.7,985.6,32.6
2017-04-23 22:50:04.820367,25.8,985.6,32.8
2017-04-23 22:51:04.761856,25.8,985.6,32.5
2017-04-23 22:52:04.725782,25.8,985.5,32.3
2017-04-23 22:53:04.699454,25.9,985.5,31.8
2017-04-23 22:54:04.777720,25.9,985.4,32.4
2017-04-23 22:55:04.780638,26.1,985.5,32.2
2017-04-23 22:56:04.738688,26.1,985.5,31.9
2017-04-23 22:57:04.716464,26.1,985.4,33.0
2017-04-23 22:58:04.723606,26.1,985.4,31.4
2017-04-23 22:59:04.779450,26.1,985.4,32.0
2017-04-23 23:00:04.745686,26.1,985.4,31.8
2017-04-23 23:01:04.733990,26.1,985.4,31.9
2017-04-23 23:02:04.769125,26.0,985.4,32.3
2017-04-23 23:03:04.812614,25.8,985.4,33.0
2017-04-23 23:04:04.772476,25.9,985.3,31.7
2017-04-23 23:05:04.783390,26.0,985.3,32.5
2017-04-23 23:06:04.788211,26.1,985.3,31.6
2017-04-23 23:07:04.758336,26.1,985.2,32.2
2017-04-23 23:08:04.763823,26.1,985.2,32.4
2017-04-23 23:09:04.756046,26.0,985.2,32.3
2017-04-23 23:10:04.713453,25.9,985.2,32.3
2017-04-23 23:11:04.702083,25.9,985.2,32.1
2017-04-23 23:12:04.663658,26.0,985.2,32.4
2017-04-23 23:13:04.652206,26.1,985.1,32.6
2017-04-23 23:14:04.591666,25.9,985.1,31.8
2017-04-23 23:15:04.552656,25.8,985.1,32.7
2017-04-23 23:16:04.500949,26.0,985.1,31.2
2017-04-23 23:17:04.473972,25.9,985.0,32.0
2017-04-23 23:18:04.433104,25.7,985.1,32.2
2017-04-23 23:19:05.406997,25.7,985.0,32.5
2017-04-23 23:20:05.392837,25.6,985.0,33.0
2017-04-23 23:21:05.451520,25.4,985.0,33.0
2017-04-23 23:22:05.487504,25.7,985.0,32.4
2017-04-23 23:23:04.529291,25.9,985.0,32.6
2017-04-23 23:24:04.604983,26.1,985.0,31.2
2017-04-23 23:25:04.592221,26.2,985.0,31.7
2017-04-23 23:26:04.551835,26.3,985.0,31.0
2017-04-23 23:27:04.586254,26.2,985.0,31.6
2017-04-23 23:28:04.555319,26.0,984.9,31.9
2017-04-23 23:29:04.545219,25.9,984.9,32.2
2017-04-23 23:30:04.512225,25.5,984.9,32.6
2017-04-23 23:31:04.462050,25.5,984.9,32.4
2017-04-23 23:32:04.479584,25.9,984.9,32.2
2017-04-23 23:33:04.449444,26.0,984.9,32.4
2017-04-23 23:34:05.416351,26.0,984.9,32.6
2017-04-23 23:35:05.362360,26.4,984.9,31.3
2017-04-23 23:36:05.367568,26.4,985.0,31.7
2017-04-23 23:37:05.342445,26.4,984.9,32.0
2017-04-23 23:38:05.349220,26.6,984.9,31.3
2017-04-23 23:39:05.337585,26.4,984.8,32.1
2017-04-23 23:40:05.306792,26.5,984.8,31.4
2017-04-23 23:41:05.298465,26.6,984.8,31.4
2017-04-23 23:42:05.329532,26.6,984.8,31.1
2017-04-23 23:43:05.322595,26.2,984.8,31.9
2017-04-23 23:44:05.277762,26.2,984.8,33.6
2017-04-23 23:45:05.225216,26.2,984.8,32.1
2017-04-23 23:46:05.197003,26.1,984.8,32.5
2017-04-23 23:47:05.159961,25.9,984.8,32.0
2017-04-23 23:48:05.170694,25.8,984.8,32.4
2017-04-23 23:49:05.172069,26.0,984.7,32.1
2017-04-23 23:50:05.171268,25.8,984.7,32.4
2017-04-23 23:51:05.128755,25.6,984.6,32.3
2017-04-23 23:52:05.141548,25.7,984.6,32.8
2017-04-23 23:53:05.087727,25.7,984.6,33.1
2017-04-23 23:54:05.085952,25.4,984.5,32.1
2017-04-23 23:55:05.055134,25.4,984.5,32.8
2017-04-23 23:56:05.091710,25.6,984.5,32.5
2017-04-23 23:57:05.114480,25.7,984.4,32.0
2017-04-23 23:58:05.073360,25.4,984.4,32.4
2017-04-23 23:59:05.039896,25.6,984.4,32.0
2017-04-24 00:00:04.981977,25.6,984.3,32.8
2017-04-24 00:01:04.962954,25.5,984.3,32.2
2017-04-24 00:02:04.934236,25.6,984.4,31.4
2017-04-24 00:03:04.908082,25.6,984.4,32.3
2017-04-24 00:04:04.967927,25.7,984.3,33.0
2017-04-24 00:05:05.023667,25.3,984.3,32.7
2017-04-24 00:06:05.074991,25.2,984.3,33.0
2017-04-24 00:07:05.126596,25.7,984.4,32.5
2017-04-24 00:08:05.118226,25.9,984.3,31.8
2017-04-24 00:09:05.165460,25.7,984.4,32.7
2017-04-24 00:10:05.201316,25.7,984.4,32.4
2017-04-24 00:11:05.172309,25.8,984.3,32.1
2017-04-24 00:12:05.178181,26.0,984.3,31.2
2017-04-24 00:13:05.207022,26.0,984.3,32.5
2017-04-24 00:14:05.215474,25.8,984.4,32.4
2017-04-24 00:15:05.209938,25.5,984.4,32.5
2017-04-24 00:16:05.267304,25.3,984.3,33.0
2017-04-24 00:17:05.269664,25.3,984.3,32.2
2017-04-24 00:18:05.284616,25.3,984.3,32.6
2017-04-24 00:19:05.284930,25.4,984.3,32.7
2017-04-24 00:20:05.283981,25.7,984.2,32.0
2017-04-24 00:21:05.291412,25.7,984.2,31.6
2017-04-24 00:22:05.254359,25.6,984.1,32.3
2017-04-24 00:23:05.254652,25.9,984.1,31.7
2017-04-24 00:24:05.285242,26.0,984.0,31.4
2017-04-24 00:25:05.285163,25.9,983.9,32.1
2017-04-24 00:26:05.288506,26.0,984.0,31.5
2017-04-24 00:27:05.251174,26.3,984.0,31.3
2017-04-24 00:28:05.262194,26.2,983.9,31.5
2017-04-24 00:29:05.273291,26.1,983.8,31.9
2017-04-24 00:30:05.232299,26.2,983.8,31.6
2017-04-24 00:31:05.250455,26.1,983.7,31.8
2017-04-24 00:32:05.225911,26.2,983.7,31.8
2017-04-24 00:33:05.262839,26.4,983.8,31.0
2017-04-24 00:34:05.271280,26.2,983.8,31.6
2017-04-24 00:35:05.244645,26.1,983.7,32.5
2017-04-24 00:36:05.288680,26.4,983.7,31.3
2017-04-24 00:37:05.235777,26.5,983.7,31.0
2017-04-24 00:38:05.300927,26.1,983.7,31.8
2017-04-24 00:39:05.315904,26.4,983.8,31.3
2017-04-24 00:40:05.306556,26.2,983.8,31.2
2017-04-24 00:41:05.261826,26.3,983.8,31.7
2017-04-24 00:42:05.281958,26.1,983.7,31.5
2017-04-24 00:43:05.299543,26.1,983.7,31.8
2017-04-24 00:44:05.323177,26.1,983.6,32.0
2017-04-24 00:45:05.348684,26.3,983.8,31.2
2017-04-24 00:46:05.347541,26.1,983.7,31.8
2017-04-24 00:47:05.360157,25.8,983.6,32.3
2017-04-24 00:48:05.379232,25.6,983.7,32.2
2017-04-24 00:49:05.373344,25.6,983.7,31.9
2017-04-24 00:50:05.359095,25.6,983.7,32.6
2017-04-24 00:51:05.333298,25.5,983.7,31.8
2017-04-24 00:52:05.363935,25.5,983.7,31.8
2017-04-24 00:53:05.378777,25.3,983.8,32.7
2017-04-24 00:54:05.339558,25.3,983.8,33.0
2017-04-24 00:55:05.337289,25.5,983.8,32.9
2017-04-24 00:56:05.368284,25.5,983.8,32.2
2017-04-24 00:57:05.419671,25.6,983.8,33.4
2017-04-24 00:58:05.477703,26.0,983.7,31.8
2017-04-24 00:59:04.513323,25.9,983.8,31.6
2017-04-24 01:00:04.547546,26.1,983.7,31.3
2017-04-24 01:01:04.601466,26.1,983.6,31.3
2017-04-24 01:02:04.664121,26.1,983.6,31.6
2017-04-24 01:03:04.675235,25.6,983.5,31.8
2017-04-24 01:04:04.702308,25.5,983.4,32.4
2017-04-24 01:05:04.726910,25.3,983.3,32.6
2017-04-24 01:06:04.708469,25.2,983.3,32.9
2017-04-24 01:07:04.697303,25.2,983.3,33.0
2017-04-24 01:08:04.699284,25.2,983.4,31.9
2017-04-24 01:09:04.709577,25.2,983.4,32.5
2017-04-24 01:10:04.768444,25.2,983.4,32.9
2017-04-24 01:11:04.753287,25.6,983.5,32.7
2017-04-24 01:12:04.785980,25.7,983.5,32.2
2017-04-24 01:13:04.753489,25.6,983.6,32.8
2017-04-24 01:14:04.710007,25.8,983.6,32.4
2017-04-24 01:15:04.695528,25.5,983.6,32.4
2017-04-24 01:16:04.661776,25.7,983.6,31.8
2017-04-24 01:17:04.701054,25.7,983.7,32.3
2017-04-24 01:18:04.741214,25.9,983.6,31.3
2017-04-24 01:19:04.782432,25.9,983.6,31.9
2017-04-24 01:20:04.784588,25.7,983.6,32.5
2017-04-24 01:21:04.741170,25.9,983.5,32.3
2017-04-24 01:22:04.780267,26.0,983.4,31.6
2017-04-24 01:23:04.734910,26.1,983.4,31.4
2017-04-24 01:24:04.774928,26.0,983.3,31.9
2017-04-24 01:25:05.073388,26.1,983.3,32.0
2017-04-24 01:26:05.274374,26.2,983.3,31.4
2017-04-24 01:27:05.238541,26.0,983.3,31.6
2017-04-24 01:28:05.256464,26.1,983.3,31.5
2017-04-24 01:29:05.231963,26.0,983.2,31.7
2017-04-24 01:30:05.272759,26.1,983.3,32.0
2017-04-24 01:31:05.296606,26.3,983.3,31.2
2017-04-24 01:32:05.330178,26.2,983.2,31.5
2017-04-24 01:33:05.359461,25.9,983.2,31.8
2017-04-24 01:34:05.344140,26.1,983.2,30.8
2017-04-24 01:35:05.333484,26.1,983.1,31.0
2017-04-24 01:36:05.377795,26.0,983.1,31.0
2017-04-24 01:37:05.392854,26.1,983.0,31.3
2017-04-24 01:38:05.340094,25.7,982.9,31.1
2017-04-24 01:39:05.333345,25.7,982.8,31.6
2017-04-24 01:40:05.314135,25.8,982.7,31.7
2017-04-24 01:41:05.270570,25.5,982.7,32.0
2017-04-24 01:42:05.239588,25.8,982.7,31.5
2017-04-24 01:43:05.214400,26.1,982.7,31.6
2017-04-24 01:44:05.170749,25.8,982.7,32.2
2017-04-24 01:45:05.133647,26.5,982.6,31.3
2017-04-24 01:46:05.079226,26.2,982.8,31.8
2017-04-24 01:47:05.041650,26.2,982.8,31.5
2017-04-24 01:48:05.038536,26.1,982.8,31.6
2017-04-24 01:49:05.012944,25.9,982.7,32.0
2017-04-24 01:50:04.959706,25.7,982.6,32.2
2017-04-24 01:51:04.930971,25.3,982.6,32.3
2017-04-24 01:52:04.972727,25.1,982.5,32.8
2017-04-24 01:53:04.927768,25.2,982.5,33.2
2017-04-24 01:54:04.947046,25.2,982.5,32.5
2017-04-24 01:55:04.917228,25.1,982.4,32.4
2017-04-24 01:56:04.912883,24.9,982.4,33.1
2017-04-24 01:57:04.957594,25.3,982.4,33.0
2017-04-24 01:58:04.931723,25.1,982.4,32.6
2017-04-24 01:59:04.938151,25.2,982.5,33.3
2017-04-24 02:00:04.916059,25.3,982.5,32.8
2017-04-24 02:01:04.898559,25.4,982.5,32.8
2017-04-24 02:02:04.913608,25.4,982.5,32.6
2017-04-24 02:03:04.965923,25.6,982.5,32.8
2017-04-24 02:04:04.951985,25.7,982.5,32.3
2017-04-24 02:05:04.936161,25.9,982.6,32.1
2017-04-24 02:06:04.976245,26.0,982.6,31.6
2017-04-24 02:07:04.991647,26.0,982.6,31.7
2017-04-24 02:08:04.969623,26.2,982.7,31.7
2017-04-24 02:09:04.993676,26.2,982.7,31.5
2017-04-24 02:10:05.019696,26.0,982.7,31.9
2017-04-24 02:11:05.051977,26.1,982.6,31.7
2017-04-24 02:12:05.030398,26.2,982.6,31.2
2017-04-24 02:13:05.013650,26.2,982.6,31.9
2017-04-24 02:14:04.964450,26.2,982.6,31.5
2017-04-24 02:15:05.009769,26.3,982.5,31.8
2017-04-24 02:16:05.005911,26.3,982.5,31.2
2017-04-24 02:17:05.053457,26.1,982.5,31.4
2017-04-24 02:18:05.038169,26.2,982.5,31.7
2017-04-24 02:19:05.054460,26.3,982.5,31.3
2017-04-24 02:20:05.070972,26.1,982.4,30.7
2017-04-24 02:21:05.091489,26.1,982.4,31.3
2017-04-24 02:22:05.123044,26.3,982.4,31.5
2017-04-24 02:23:05.159289,26.2,982.4,31.1
2017-04-24 02:24:05.168869,26.3,982.2,31.8
2017-04-24 02:25:05.196827,26.3,982.1,31.7
2017-04-24 02:26:05.264275,26.2,982.1,31.3
2017-04-24 02:27:05.284932,26.2,982.1,31.1
2017-04-24 02:28:05.239678,26.4,982.0,30.8
2017-04-24 02:29:05.279341,26.3,981.9,31.6
2017-04-24 02:30:05.293879,26.3,981.9,30.8
2017-04-24 02:31:05.313702,26.6,981.9,30.6
2017-04-24 02:32:05.372735,26.5,981.8,30.5
2017-04-24 02:33:05.327034,26.5,981.9,31.1
2017-04-24 02:34:05.331554,26.5,981.8,31.5
2017-04-24 02:35:05.320353,26.3,981.9,31.0
2017-04-24 02:36:05.315949,26.4,981.9,31.7
2017-04-24 02:37:05.323096,26.2,981.9,31.7
2017-04-24 02:38:05.293945,26.3,981.9,31.6
2017-04-24 02:39:05.300373,26.5,981.9,30.9
2017-04-24 02:40:05.328828,26.3,981.9,31.3
2017-04-24 02:41:05.382614,26.5,981.9,30.8
2017-04-24 02:42:05.408033,26.3,981.8,30.5
2017-04-24 02:43:05.412197,26.3,981.8,30.9
2017-04-24 02:44:05.470380,26.3,981.8,31.6
2017-04-24 02:45:04.457901,26.5,981.8,31.2
2017-04-24 02:46:04.519242,26.3,981.7,31.5
2017-04-24 02:47:04.576572,26.4,981.6,31.3
2017-04-24 02:48:04.581650,26.3,981.6,31.5
2017-04-24 02:49:04.584934,26.5,981.5,31.7
2017-04-24 02:50:04.538580,26.5,981.6,31.0
2017-04-24 02:51:04.506131,26.5,981.6,30.8
2017-04-24 02:52:04.463752,26.4,981.6,30.9
2017-04-24 02:53:04.428216,26.4,981.6,31.3
2017-04-24 02:54:05.419432,26.3,981.6,31.1
2017-04-24 02:55:05.389742,25.8,981.7,31.7
2017-04-24 02:56:05.376689,25.8,981.7,32.2
2017-04-24 02:57:05.343179,25.8,981.7,31.8
2017-04-24 02:58:05.375276,25.7,981.7,31.8
2017-04-24 02:59:05.376176,25.6,981.7,32.1
2017-04-24 03:00:05.425913,25.5,981.7,31.9
2017-04-24 03:01:05.422406,25.6,981.7,32.2
2017-04-24 03:02:05.465036,25.7,981.7,31.9
2017-04-24 03:03:04.498323,25.6,981.7,31.7
2017-04-24 03:04:04.540433,25.5,981.6,32.6
2017-04-24 03:05:04.513043,25.6,981.6,32.4
2017-04-24 03:06:04.458269,25.2,981.7,32.2
2017-04-24 03:07:04.495792,25.1,981.7,32.6
2017-04-24 03:08:04.490718,25.3,981.7,32.8
2017-04-24 03:09:04.450731,25.1,981.7,32.4
2017-04-24 03:10:05.478469,25.2,981.7,32.8
2017-04-24 03:11:04.508666,25.3,981.8,32.8
2017-04-24 03:12:04.505460,25.3,981.7,32.9
2017-04-24 03:13:04.456173,25.3,981.7,32.2
2017-04-24 03:14:04.428983,25.5,981.7,32.4
2017-04-24 03:15:05.419469,25.5,981.7,32.6
2017-04-24 03:16:05.398497,25.3,981.7,32.4
2017-04-24 03:17:05.370954,25.8,981.6,32.1
2017-04-24 03:18:05.404077,25.9,981.6,32.3
2017-04-24 03:19:05.401393,26.3,981.4,31.9
2017-04-24 03:20:05.404787,26.5,981.3,31.1
2017-04-24 03:21:05.407557,26.4,981.3,31.1
2017-04-24 03:22:05.402585,26.2,981.2,31.9
2017-04-24 03:23:05.350342,26.1,981.2,31.9
2017-04-24 03:24:05.318819,26.2,981.1,32.0
2017-04-24 03:25:05.262474,26.2,981.1,30.6
2017-04-24 03:26:05.277696,26.2,981.0,32.1
2017-04-24 03:27:05.280220,26.2,981.0,31.9
2017-04-24 03:28:05.300373,26.1,981.1,31.9
2017-04-24 03:29:05.297077,26.1,981.1,31.5
2017-04-24 03:30:05.258134,26.3,981.1,30.7
2017-04-24 03:31:05.272092,26.5,981.1,31.2
2017-04-24 03:32:05.316576,26.4,981.1,31.4
2017-04-24 03:33:05.336793,26.4,981.1,31.5
2017-04-24 03:34:05.354239,26.3,981.1,30.5
2017-04-24 03:35:05.383060,26.4,981.1,31.6
2017-04-24 03:36:05.466338,26.3,981.1,31.4
2017-04-24 03:37:04.434650,26.3,981.0,31.5
2017-04-24 03:38:05.406360,26.3,981.0,31.2
2017-04-24 03:39:05.402831,26.2,980.9,30.9
2017-04-24 03:40:05.389017,26.3,980.9,31.7
2017-04-24 03:41:05.399004,26.2,980.9,31.9
2017-04-24 03:42:05.356354,26.4,980.9,31.8
2017-04-24 03:43:05.338492,26.4,980.9,31.3
2017-04-24 03:44:05.306995,26.5,980.9,31.0
2017-04-24 03:45:05.304929,26.2,980.9,30.8
2017-04-24 03:46:05.258474,26.3,980.9,31.5
2017-04-24 03:47:05.230359,26.3,980.9,30.9
2017-04-24 03:48:05.221691,26.2,980.9,31.1
2017-04-24 03:49:05.240829,26.3,980.9,31.0
2017-04-24 03:50:05.203752,26.4,980.9,31.3
2017-04-24 03:51:05.165258,26.2,980.9,30.9
2017-04-24 03:52:05.173812,26.2,980.8,32.2
2017-04-24 03:53:05.189460,26.3,980.8,31.2
2017-04-24 03:54:05.153291,25.7,980.9,31.9
2017-04-24 03:55:05.174738,25.8,980.8,31.6
2017-04-24 03:56:05.210357,26.2,980.8,31.6
2017-04-24 03:57:05.212249,26.0,980.8,31.5
2017-04-24 03:58:05.160456,26.0,980.7,32.0
2017-04-24 03:59:05.136502,26.4,980.7,31.0
2017-04-24 04:00:05.106872,26.2,980.6,31.1
2017-04-24 04:01:05.153391,26.5,980.5,31.2
2017-04-24 04:02:05.138451,26.6,980.5,30.8
2017-04-24 04:03:05.075148,26.7,980.5,30.5
2017-04-24 04:04:05.044917,26.8,980.5,31.4
2017-04-24 04:05:05.083960,26.6,980.5,30.9
2017-04-24 04:06:05.116773,26.2,980.4,31.0
2017-04-24 04:07:05.104295,26.2,980.5,31.6
2017-04-24 04:08:05.067431,26.2,980.5,31.5
2017-04-24 04:09:05.104432,25.8,980.5,31.8
2017-04-24 04:10:05.063606,25.9,980.5,31.9
2017-04-24 04:11:05.032298,25.7,980.6,32.1
2017-04-24 04:12:05.007225,25.7,980.5,31.7
2017-04-24 04:13:05.046695,25.8,980.5,31.7
2017-04-24 04:14:05.022187,25.8,980.4,32.8
2017-04-24 04:15:05.074105,25.4,980.4,32.3
2017-04-24 04:16:05.037038,25.5,980.4,31.9
2017-04-24 04:17:05.003823,25.6,980.4,32.7
2017-04-24 04:18:04.966465,25.6,980.4,31.3
2017-04-24 04:19:04.937450,25.7,980.4,32.8
2017-04-24 04:20:04.982685,25.7,980.4,32.7
2017-04-24 04:21:04.955141,25.8,980.3,31.7
2017-04-24 04:22:04.961065,26.1,980.2,31.3
2017-04-24 04:23:04.971508,26.1,980.2,31.5
2017-04-24 04:24:04.979736,26.2,980.1,31.4
2017-04-24 04:25:04.945687,26.6,980.1,31.3
2017-04-24 04:26:04.965474,26.5,980.1,30.6
2017-04-24 04:27:04.940177,26.5,980.0,30.9
2017-04-24 04:28:05.005457,26.4,979.9,30.7
2017-04-24 04:29:04.998838,26.3,979.9,31.1
2017-04-24 04:30:04.994018,26.1,979.9,30.9
2017-04-24 04:31:05.005308,25.8,979.9,31.2
2017-04-24 04:32:04.970344,26.2,979.9,31.9
2017-04-24 04:33:05.009642,26.3,979.9,31.7
2017-04-24 04:34:05.017507,26.3,979.9,31.8
2017-04-24 04:35:05.053884,26.1,979.9,30.9
2017-04-24 04:36:05.052865,26.4,979.9,31.7
2017-04-24 04:37:05.033833,26.3,980.0,30.7
2017-04-24 04:38:05.093066,26.3,979.9,31.6
2017-04-24 04:39:05.061642,26.3,979.9,30.9
2017-04-24 04:40:05.037575,26.1,979.9,30.9
2017-04-24 04:41:05.023605,26.1,979.9,32.0
2017-04-24 04:42:05.017933,26.1,979.9,31.4
2017-04-24 04:43:04.962602,26.3,979.9,31.8
2017-04-24 04:44:05.010295,26.4,979.9,31.0
2017-04-24 04:45:05.037006,26.4,979.9,31.6
2017-04-24 04:46:05.013282,26.2,979.9,30.2
2017-04-24 04:47:05.002831,26.4,979.8,30.8
